Timestamp,Traffic_Speed,Road_Condition,Road_Temperature,Traffic_Density,Construction_Area,Accident_Count,Lane_Closure,Visibility,Weather_Condition,Wind_Speed
2023-01-01 00:00:00,68,Snowy,18.447774164092536,266,False,2,False,8.93763708836897,Rainy,7.208317058960027
2023-01-01 01:00:00,58,Wet,28.108729359082233,153,True,4,False,2.455366115218206,Cloudy,8.876716496050324
2023-01-01 02:00:00,44,Wet,30.590335917544316,279,False,3,True,2.6295611763064533,Cloudy,16.53085312144753
2023-01-01 03:00:00,72,Clear,7.09245209586291,165,True,3,True,6.145471903825381,Snowy,6.778543867137355
2023-01-01 04:00:00,37,Icy,11.684716566019002,264,True,4,False,4.092927216964616,Clear,1.792653562198574
2023-01-01 05:00:00,50,Icy,32.423588720313234,270,True,1,False,4.793764283623245,Snowy,18.225643444069455
2023-01-01 06:00:00,68,Clear,8.162767583790512,64,False,2,True,8.258919471016146,Clear,7.746874793160692
2023-01-01 07:00:00,48,Snowy,29.696756672592564,236,True,1,False,9.132679543393948,Snowy,6.96775022230427
2023-01-01 08:00:00,52,Icy,37.04961612872186,52,False,4,False,8.114983116008924,Rainy,4.087992377518788
2023-01-01 09:00:00,40,Clear,21.16051865340035,59,False,4,False,3.114354369616764,Cloudy,17.948451424566912
2023-01-01 10:00:00,40,Clear,27.081364372594443,256,False,2,False,9.819741606481452,Clear,4.350106673756677
2023-01-01 11:00:00,53,Icy,30.254865602056746,169,True,4,True,4.268588507344862,Rainy,12.733457360027673
2023-01-01 12:00:00,65,Snowy,32.25198244483212,257,True,4,False,2.521603550481517,Snowy,17.61530023216206
2023-01-01 13:00:00,69,Clear,9.752666892839798,194,True,2,True,5.49547034921236,Clear,0.698272292064348
2023-01-01 14:00:00,53,Wet,-7.436827041200091,177,False,3,True,7.527571926714525,Clear,16.575834106003914
2023-01-01 15:00:00,32,Snowy,10.093813561836978,260,False,1,True,1.7494379317726663,Rainy,8.21198843379549
2023-01-01 16:00:00,51,Snowy,23.687811489204492,60,True,3,False,6.70858223158943,Snowy,13.159491505304237
2023-01-01 17:00:00,31,Icy,12.51751928903964,225,False,3,False,8.722701310839366,Rainy,7.448091264511079
2023-01-01 18:00:00,53,Icy,27.448157543019924,182,True,1,True,3.356033344228789,Snowy,13.910325126949878
2023-01-01 19:00:00,73,Wet,7.849121473433193,118,True,3,False,7.238108909590367,Rainy,5.085898291153983
2023-01-01 20:00:00,59,Clear,21.737207055201477,113,False,2,True,4.599177669643966,Rainy,0.43861084870792544
2023-01-01 21:00:00,67,Icy,-0.6790097573012712,299,False,1,True,4.727216288256235,Rainy,18.95575029575907
2023-01-01 22:00:00,31,Icy,27.468471832247843,63,True,0,False,3.527326280880215,Rainy,0.32735528080165555
2023-01-01 23:00:00,50,Snowy,17.284798440651294,99,False,3,False,6.619544167959058,Snowy,16.48198579267014
2023-01-02 00:00:00,62,Icy,0.20321942733002984,203,True,4,False,4.248993277271391,Cloudy,3.382751866449476
2023-01-02 01:00:00,41,Icy,4.595558674890363,121,True,1,True,8.478127031154205,Rainy,7.844404572040558
2023-01-02 02:00:00,51,Icy,27.430435429091617,118,False,0,True,9.666148807445778,Snowy,16.449847530121115
2023-01-02 03:00:00,73,Icy,14.130061783076034,184,True,4,False,9.41578912036832,Cloudy,4.1186430062469075
2023-01-02 04:00:00,54,Snowy,0.8015720196536105,176,False,0,True,2.468155356936897,Clear,17.314152110500714
2023-01-02 05:00:00,78,Wet,38.36355951851488,65,True,3,True,1.1277126999527547,Clear,9.955178782038027
2023-01-02 06:00:00,56,Wet,25.756250990844393,232,False,4,True,4.946215070099419,Rainy,7.323069254345532
2023-01-02 07:00:00,71,Clear,37.85674162698981,127,False,3,False,7.55995336904968,Clear,13.248754934726723
2023-01-02 08:00:00,57,Icy,11.35525226801716,150,True,4,False,9.79709741501465,Rainy,6.827794439619151
2023-01-02 09:00:00,45,Snowy,13.755017034586025,105,False,1,False,8.05080071414895,Rainy,6.94576717992714
2023-01-02 10:00:00,44,Clear,34.89776080925096,154,False,2,True,6.224943896803359,Cloudy,14.670527818766065
2023-01-02 11:00:00,76,Clear,16.252467012269232,181,True,2,False,1.2371762100659265,Clear,6.196644490782157
2023-01-02 12:00:00,73,Wet,25.36394559528336,277,False,0,True,8.42986622356619,Rainy,4.0154529670885015
2023-01-02 13:00:00,32,Snowy,2.608643874776499,97,True,4,True,2.5943053053628997,Clear,16.15292255993144
2023-01-02 14:00:00,66,Snowy,12.336323435132027,297,False,3,True,1.5004586276811138,Cloudy,16.107420674544635
2023-01-02 15:00:00,36,Snowy,-3.827506709482245,66,True,1,False,8.653229626188379,Clear,9.951714074137385
2023-01-02 16:00:00,50,Wet,0.2990017938480847,160,True,1,True,6.096257810848063,Cloudy,10.533112323259102
2023-01-02 17:00:00,38,Wet,-9.952829236618445,213,True,1,False,2.156964380744044,Cloudy,13.921532515352773
2023-01-02 18:00:00,68,Wet,-8.036747417566989,119,True,2,True,4.4788839685667305,Cloudy,10.185485835248668
2023-01-02 19:00:00,47,Wet,38.86419115884647,129,False,3,False,1.76987500503007,Rainy,8.34079917938465
2023-01-02 20:00:00,33,Wet,2.1176847568381145,142,True,1,False,6.742097262350218,Snowy,19.897883865934915
2023-01-02 21:00:00,54,Icy,23.165535475200095,277,False,1,False,3.541845397084073,Rainy,2.9528085570511786
2023-01-02 22:00:00,43,Icy,31.954984939980577,87,True,0,False,8.794847182288372,Clear,11.854559584797213
2023-01-02 23:00:00,79,Snowy,17.533022961828213,150,False,4,False,4.220164259377228,Rainy,17.717260521513204
2023-01-03 00:00:00,38,Clear,-2.3427749958021904,289,True,4,False,5.45170476717926,Rainy,13.744300823622295
2023-01-03 01:00:00,55,Snowy,26.405821866808317,111,False,4,False,1.5717105775537763,Snowy,17.618465981764768
2023-01-03 02:00:00,31,Clear,20.012570504979152,170,False,0,False,3.4803335497957284,Clear,6.7266944070934525
2023-01-03 03:00:00,49,Wet,26.562529467368755,97,True,2,True,7.090905445215376,Cloudy,5.439859525204785
2023-01-03 04:00:00,57,Clear,28.48733114285436,59,True,0,True,7.626364909998761,Cloudy,17.025447738042093
2023-01-03 05:00:00,76,Snowy,38.770518384237256,282,True,1,True,3.185396695101103,Clear,7.882291523709211
2023-01-03 06:00:00,36,Snowy,18.6781640013355,85,False,3,True,5.534380888486371,Rainy,14.193646461146226
2023-01-03 07:00:00,73,Clear,7.082055634530093,206,False,1,True,8.357779946840546,Snowy,2.9549715682822852
2023-01-03 08:00:00,37,Icy,22.42322784501185,255,False,1,False,4.419191448005998,Snowy,15.116762507533494
2023-01-03 09:00:00,76,Wet,-6.577964537868693,53,False,3,False,2.2039414062111033,Clear,10.979652980497388
2023-01-03 10:00:00,64,Wet,34.86986591607931,93,True,4,False,4.8868335065122235,Clear,5.372232798209218
2023-01-03 11:00:00,43,Snowy,-4.030949433090161,105,True,0,False,6.405657988888281,Rainy,9.890079279178101
2023-01-03 12:00:00,46,Icy,6.392141894290912,91,True,2,False,1.0665867537314155,Snowy,13.93887251679407
2023-01-03 13:00:00,65,Clear,30.787269031306046,277,True,1,True,4.137107560126561,Clear,0.23772817694767356
2023-01-03 14:00:00,79,Wet,19.865618916535592,163,False,1,True,6.466922388056482,Rainy,12.74934117628259
2023-01-03 15:00:00,69,Icy,9.681776013872103,286,False,2,False,9.567207550402033,Rainy,10.831815565465488
2023-01-03 16:00:00,33,Wet,13.67178296875107,190,True,0,True,4.676938592280982,Clear,4.405723354934652
2023-01-03 17:00:00,31,Icy,32.72736966010902,223,False,1,True,2.466750389313937,Snowy,15.059621479523935
2023-01-03 18:00:00,35,Icy,7.0002193029946085,259,True,2,False,5.80797188170168,Cloudy,6.0692196926640225
2023-01-03 19:00:00,71,Snowy,33.482484240608564,210,False,1,False,3.5717712498971235,Rainy,5.537218630931296
2023-01-03 20:00:00,33,Wet,-5.593278451165426,70,False,4,True,2.9330145938330556,Cloudy,9.424366979986454
2023-01-03 21:00:00,58,Clear,28.839921860431538,257,False,4,True,6.313629331252558,Rainy,13.522993568447294
2023-01-03 22:00:00,47,Snowy,32.377381652736815,128,False,1,False,9.242951809027653,Snowy,18.576919517525088
2023-01-03 23:00:00,55,Snowy,-0.9091173581330629,295,False,1,True,8.517017839053572,Cloudy,2.827144862642079
2023-01-04 00:00:00,73,Clear,11.51732661861002,234,False,4,False,2.640632849821832,Clear,7.929362415034673
2023-01-04 01:00:00,63,Snowy,-1.7250112668172193,118,True,1,True,7.892915125148708,Rainy,1.3397918502525985
2023-01-04 02:00:00,39,Icy,25.330206449710886,119,False,0,True,3.068817709360323,Clear,15.171014949434849
2023-01-04 03:00:00,65,Icy,16.767388403082837,279,True,0,False,3.616311346238973,Clear,8.954657793627215
2023-01-04 04:00:00,43,Wet,21.76616733541605,116,True,3,True,9.280463561951398,Snowy,14.138582703763703
